planning.unit,number,available,partial,reserved
375,100,7,31,62
374,100,5,30,65
373,100,36,14,50
372,100,59,5,36
371,100,65,4,31
370,100,70,4,26
369,100,78,3,19
368,100,83,2,15
367,100,89,1,10
366,100,92,1,7
365,100,95,0,5
364,100,97,0,3
363,100,99,0,1
362,100,100,0,0
361,100,100,0,0
360,100,100,0,0
359,100,100,0,0
358,100,100,0,0
357,100,100,0,0
356,100,100,0,0
355,100,100,0,0
354,100,100,0,0
353,100,100,0,0
352,100,100,0,0
351,100,100,0,0
350,100,100,0,0
349,100,100,0,0
348,100,100,0,0
347,100,100,0,0
346,100,100,0,0
345,100,100,0,0
344,100,100,0,0
343,100,100,0,0
342,100,100,0,0
341,100,100,0,0
340,100,100,0,0
339,100,100,0,0
338,100,100,0,0
337,100,100,0,0
336,100,100,0,0
335,100,99,1,0
334,100,99,1,0
333,100,98,1,1
332,100,95,4,1
331,100,94,4,2
330,100,92,6,2
329,100,89,8,3
328,100,70,13,17
327,100,53,18,29
326,100,30,23,47
325,100,25,23,52
324,100,23,23,54
323,100,34,21,45
322,100,59,6,35
321,100,75,3,22
320,100,78,2,20
319,100,85,1,14
318,100,91,0,9
317,100,92,0,8
316,100,94,0,6
315,100,98,0,2
314,100,99,0,1
313,100,99,0,1
312,100,100,0,0
311,100,100,0,0
310,100,100,0,0
309,100,100,0,0
308,100,100,0,0
307,100,100,0,0
306,100,100,0,0
305,100,100,0,0
304,100,100,0,0
303,100,100,0,0
302,100,100,0,0
301,100,100,0,0
300,100,100,0,0
299,100,100,0,0
298,100,100,0,0
297,100,100,0,0
296,100,100,0,0
295,100,100,0,0
294,100,100,0,0
293,100,100,0,0
292,100,100,0,0
291,100,100,0,0
290,100,100,0,0
289,100,99,1,0
288,100,99,1,0
287,100,99,1,0
286,100,99,1,0
285,100,99,1,0
284,100,98,1,1
283,100,95,4,1
282,100,94,4,2
281,100,92,6,2
280,100,92,6,2
279,100,90,6,4
278,100,86,7,7
277,100,84,8,8
276,100,84,8,8
275,100,87,6,7
274,100,88,5,7
273,100,91,2,7
272,100,94,0,6
271,100,95,0,5
270,100,97,0,3
269,100,98,0,2
268,100,98,0,2
267,100,100,0,0
266,100,100,0,0
265,100,100,0,0
264,100,100,0,0
263,100,100,0,0
262,100,100,0,0
261,100,100,0,0
260,100,100,0,0
259,100,100,0,0
258,100,100,0,0
257,100,100,0,0
256,100,100,0,0
255,100,100,0,0
254,100,100,0,0
253,100,100,0,0
252,100,100,0,0
251,100,100,0,0
250,100,100,0,0
249,100,100,0,0
248,100,100,0,0
247,100,100,0,0
246,100,100,0,0
245,100,100,0,0
244,100,100,0,0
243,100,100,0,0
242,100,100,0,0
241,100,98,2,0
240,100,98,2,0
239,100,99,1,0
238,100,99,1,0
237,100,98,1,1
236,100,95,4,1
235,100,94,4,2
234,100,92,6,2
233,100,92,6,2
232,100,90,6,4
231,100,86,7,7
230,100,84,8,8
229,100,84,8,8
228,100,87,6,7
227,100,88,5,7
226,100,91,2,7
225,100,95,0,5
224,100,96,0,4
223,100,98,0,2
222,100,98,0,2
221,100,99,0,1
220,100,100,0,0
219,100,100,0,0
218,100,100,0,0
217,100,100,0,0
216,100,100,0,0
215,100,100,0,0
214,100,100,0,0
213,100,100,0,0
212,100,100,0,0
211,100,100,0,0
210,100,100,0,0
209,100,100,0,0
208,100,100,0,0
207,100,100,0,0
206,100,100,0,0
205,100,100,0,0
204,100,100,0,0
203,100,100,0,0
202,100,100,0,0
201,100,100,0,0
200,100,100,0,0
199,100,100,0,0
198,100,100,0,0
197,100,100,0,0
196,100,96,3,1
195,100,97,3,0
194,100,99,1,0
193,100,99,1,0
192,100,98,1,1
191,100,95,4,1
190,100,94,4,2
189,100,92,6,2
188,100,92,6,2
187,100,90,6,4
186,100,86,7,7
185,100,84,8,8
184,100,84,8,8
183,100,87,6,7
182,100,88,5,7
181,100,93,1,6
180,100,95,0,5
179,100,96,0,4
178,100,98,0,2
177,100,99,0,1
176,100,100,0,0
175,100,100,0,0
174,100,100,0,0
173,100,100,0,0
172,100,100,0,0
171,100,100,0,0
170,100,100,0,0
169,100,100,0,0
168,100,100,0,0
167,100,100,0,0
166,100,100,0,0
165,100,100,0,0
164,100,100,0,0
163,100,100,0,0
162,100,100,0,0
161,100,100,0,0
160,100,100,0,0
159,100,100,0,0
158,100,100,0,0
157,100,100,0,0
156,100,100,0,0
155,100,100,0,0
154,100,100,0,0
153,100,97,3,0
152,100,97,3,0
151,100,97,3,0
150,100,99,1,0
149,100,98,1,1
148,100,95,4,1
147,100,94,4,2
146,100,92,6,2
145,100,92,6,2
144,100,90,6,4
143,100,86,7,7
142,100,84,8,8
141,100,84,8,8
140,100,87,6,7
139,100,90,3,7
138,100,93,1,6
137,100,95,0,5
136,100,98,0,2
135,100,99,0,1
134,100,99,0,1
133,100,100,0,0
132,100,100,0,0
131,100,100,0,0
130,100,100,0,0
129,100,100,0,0
128,100,100,0,0
127,100,100,0,0
126,100,100,0,0
125,100,100,0,0
124,100,100,0,0
123,100,100,0,0
122,100,100,0,0
121,100,100,0,0
120,100,100,0,0
119,100,100,0,0
118,100,100,0,0
117,100,100,0,0
116,100,100,0,0
115,100,100,0,0
114,100,100,0,0
113,100,100,0,0
112,100,100,0,0
111,100,96,3,1
110,100,97,3,0
109,100,99,1,0
108,100,98,1,1
107,100,95,4,1
106,100,94,4,2
105,100,92,6,2
104,100,92,6,2
103,100,90,6,4
102,100,86,7,7
101,100,84,8,8
100,100,84,8,8
99,100,87,6,7
98,100,90,3,7
97,100,93,1,6
96,100,96,0,4
95,100,99,0,1
94,100,100,0,0
93,100,100,0,0
92,100,100,0,0
91,100,100,0,0
90,100,100,0,0
89,100,100,0,0
88,100,100,0,0
87,100,100,0,0
86,100,100,0,0
85,100,100,0,0
84,100,100,0,0
83,100,100,0,0
82,100,100,0,0
81,100,100,0,0
80,100,100,0,0
79,100,100,0,0
78,100,100,0,0
77,100,100,0,0
76,100,100,0,0
75,100,100,0,0
74,100,100,0,0
73,100,100,0,0
72,100,92,6,2
71,100,90,6,4
70,100,86,7,7
69,100,84,8,8
68,100,84,8,8
67,100,87,6,7
66,100,90,3,7
65,100,93,1,6
64,100,96,0,4
63,100,100,0,0
62,100,100,0,0
61,100,100,0,0
60,100,100,0,0
59,100,100,0,0
58,100,100,0,0
57,100,100,0,0
56,100,100,0,0
55,100,100,0,0
54,100,100,0,0
53,100,100,0,0
52,100,100,0,0
51,100,100,0,0
50,100,100,0,0
49,100,100,0,0
48,100,100,0,0
47,100,100,0,0
46,100,100,0,0
45,100,100,0,0
44,100,100,0,0
43,100,100,0,0
42,100,90,3,7
41,100,93,1,6
40,100,96,0,4
39,100,100,0,0
38,100,100,0,0
37,100,100,0,0
36,100,100,0,0
35,100,100,0,0
34,100,100,0,0
33,100,100,0,0
32,100,100,0,0
31,100,100,0,0
30,100,100,0,0
29,100,100,0,0
28,100,100,0,0
27,100,100,0,0
26,100,100,0,0
25,100,100,0,0
24,100,100,0,0
23,100,100,0,0
22,100,100,0,0
21,100,100,0,0
20,100,100,0,0
19,100,100,0,0
18,100,100,0,0
17,100,100,0,0
16,100,100,0,0
15,100,100,0,0
14,100,100,0,0
13,100,100,0,0
12,100,100,0,0
11,100,100,0,0
10,100,100,0,0
9,100,100,0,0
8,100,100,0,0
7,100,100,0,0
6,100,100,0,0
5,100,100,0,0
4,100,100,0,0
3,100,100,0,0
2,100,100,0,0
1,100,100,0,0
